plot,numb.stalks,max.inflo.height.mm,site,basal.area.cm2,species,seeds_per_glume
30740,1,225,Fry Park,8.307685,KOEMAC,2.5
30740,1,262,Fry Park,7.597454,KOEMAC,2.5
30740,2,203,Fry Park,7.173924,KOEMAC,2.5
30740,1,325,Fry Park,6.490128,KOEMAC,2.5
30740,2,366,Fry Park,6.759973,KOEMAC,2.5
30732,5,325,Fry Park,35.95258,KOEMAC,2.5
30740,8,300,Fry Park,18.82796,KOEMAC,2.5
30740,11,442,Fry Park,27.40384,KOEMAC,2.5
30740,13,382,Fry Park,39.842,KOEMAC,2.5
30740,4,320,Fry Park,14.41848,KOEMAC,2.5
30704,0,0,Reese Tank,1.319042,KOEMAC,2.5
30704,1,382,Reese Tank,0.63727,KOEMAC,2.5
30704,2,339,Reese Tank,5.045658,KOEMAC,2.5
30704,2,350,Reese Tank,36.74483,KOEMAC,2.5
30704,8,584,Reese Tank,32.78465,KOEMAC,2.5
30704,3,564,Reese Tank,9.781452,KOEMAC,2.5
30704,3,685,Reese Tank,27.47444,KOEMAC,2.5
30704,4,554,Reese Tank,26.85185,KOEMAC,2.5
30725,1,98,Rogers Lake,0.705553,KOEMAC,2.5
30725,2,80,Rogers Lake,2.442662,KOEMAC,2.5
30725,1,66,Rogers Lake,0.748791,KOEMAC,2.5
30725,1,141,Rogers Lake,2.627394,KOEMAC,2.5
30725,4,176,Rogers Lake,4.190055,KOEMAC,2.5
30725,2,211,Rogers Lake,4.935817,KOEMAC,2.5
30725,4,290,Rogers Lake,28.25943,KOEMAC,2.5
30725,6,162,Rogers Lake,12.82993,KOEMAC,2.5
30711,3,354,Big Fill,28.96361,MUHMON,1
30711,2,155,Big Fill,15.51768,MUHMON,1
30711,1,235,Big Fill,17.4886,MUHMON,1
30720,0,0,Big Fill,7.46,MUHMON,1
30720,0,0,Big Fill,3.57,MUHMON,1
30711,3,425,Big Fill,64.91567,MUHMON,1
30711,3,236,Big Fill,63.42845,MUHMON,1
30720,3,121,Big Fill,10.29,MUHMON,1
30720,0,0,Big Fill,15.62,MUHMON,1
30720,0,0,Big Fill,11.74,MUHMON,1
30720,1,70,Big Fill,14.67,MUHMON,1
30720,1,145,Big Fill,20.34,MUHMON,1
30720,2,359,Big Fill,12.39,MUHMON,1
30720,1,265,Big Fill,35.65,MUHMON,1
30720,0,0,Big Fill,18.04,MUHMON,1
30711,4,393,Big Fill,113.2384,MUHMON,1
30711,6,343,Big Fill,143.0575,MUHMON,1
30720,9,431,Big Fill,35.47,MUHMON,1
30720,0,0,Big Fill,57.51,MUHMON,1
30720,5,258,Big Fill,52.57,MUHMON,1
30720,2,279,Big Fill,46.12,MUHMON,1
30720,3,145,Big Fill,51.03,MUHMON,1
30720,0,0,Big Fill,31.19,MUHMON,1
30720,1,104,Big Fill,52.41,MUHMON,1
30720,0,0,Big Fill,66.82,MUHMON,1
30711,24,626,Big Fill,186.1725,MUHMON,1
30711,7,573,Big Fill,180.7527,MUHMON,1
30711,3,456,Big Fill,177.0285,MUHMON,1
30711,4,504,Big Fill,153.8116,MUHMON,1
30720,0,0,Big Fill,127.45,MUHMON,1
30720,19,465,Big Fill,155.81,MUHMON,1
30720,19,504,Big Fill,144.46,MUHMON,1
30720,7,369,Big Fill,87.05,MUHMON,1
30720,10,300,Big Fill,84.33,MUHMON,1
30711,23,546,Big Fill,730.7022,MUHMON,1
30734,4,218,FP,5.522155,MUHMON,1
30734,0,0,FP,1.570246,MUHMON,1
30734,2,291,FP,1.317059,MUHMON,1
30735,1,521,FP,2.39,MUHMON,1
30735,1,568,FP,1.08,MUHMON,1
30734,3,390,FP,23.07289,MUHMON,1
30734,4,235,FP,17.50635,MUHMON,1
30734,2,250,FP,19.15514,MUHMON,1
30734,0,0,FP,20.06045,MUHMON,1
30735,1,406,FP,5.6,MUHMON,1
30735,1,426,FP,7.93,MUHMON,1
30735,2,281,FP,5.81,MUHMON,1
30735,4,581,FP,5.96,MUHMON,1
30735,2,332,FP,5.5,MUHMON,1
30735,4,556,FP,8.7,MUHMON,1
30734,5,395,FP,57.30912,MUHMON,1
30734,4,297,FP,40.60677,MUHMON,1
30732,5,291,FP,44.9,MUHMON,1
30732,6,242,FP,41.26,MUHMON,1
30732,5,291,FP,68.47,MUHMON,1
30732,4,355,FP,83.34,MUHMON,1
30732,16,312,FP,296.54,MUHMON,1
30732,22,312,FP,247,MUHMON,1
109,0,0,KP,2.51715,MUHMON,1
109,1,85,KP,0.473602,MUHMON,1
109,1,173,KP,2.431731,MUHMON,1
109,2,402,KP,1.391988,MUHMON,1
109,1,183,KP,0.888145,MUHMON,1
109,0,0,KP,8.519774,MUHMON,1
109,1,196,KP,6.976348,MUHMON,1
109,4,135,KP,8.464813,MUHMON,1
109,1,252,KP,5.713409,MUHMON,1
109,2,332,KP,5.429663,MUHMON,1
109,2,202,KP,4.440301,MUHMON,1
109,2,305,KP,3.425283,MUHMON,1
109,3,163,KP,12.87205,MUHMON,1
109,1,265,KP,11.58247,MUHMON,1
109,11,375,KP,77.21519,MUHMON,1
115,1,249,SI,0.979634,MUHMON,1
115,2,382,SI,12.79231,MUHMON,1
115,4,351,SI,17.09872,MUHMON,1
115,5,275,SI,37.28872,MUHMON,1
30739,2,180,FP,5.802693,MUHTRI,1
30739,2,131,FP,14.68262,MUHTRI,1
30739,1,177,FP,5.676577,MUHTRI,1
30739,2,154,FP,9.121548,MUHTRI,1
30739,2,99,FP,6.524955,MUHTRI,1
30739,1,68,FP,37.49379,MUHTRI,1
30739,1,92,FP,16.51016,MUHTRI,1
30739,5,204,FP,31.0187,MUHTRI,1
30737,2,228,FP,14.2,MUHTRI,1
30737,3,285,FP,7.44,MUHTRI,1
30737,3,183,FP,15.87,MUHTRI,1
30737,2,172,FP,15.29,MUHTRI,1
30737,1,91,FP,24.89,MUHTRI,1
30737,1,320,FP,3.6,MUHTRI,1
30737,1,131,FP,9.39,MUHTRI,1
30739,4,205,FP,52.33797,MUHTRI,1
30739,6,222,FP,60.88453,MUHTRI,1
30739,3,132,FP,67.65785,MUHTRI,1
30739,10,347,FP,76.16307,MUHTRI,1
30737,1,272,FP,21.95,MUHTRI,1
30737,1,228,FP,29.18,MUHTRI,1
30737,2,372,FP,38.65,MUHTRI,1
30737,2,163,FP,40.66,MUHTRI,1
30732,0,0,FP,30.38,MUHTRI,1
30732,2,192,FP,49.43,MUHTRI,1
30739,7,113,FP,108.899,MUHTRI,1
30739,4,160,FP,67.11811,MUHTRI,1
30737,5,202,FP,98.61,MUHTRI,1
30732,1,82,FP,99.59,MUHTRI,1
30732,0,0,FP,97.17,MUHTRI,1
30732,14,392,FP,98.61,MUHTRI,1
30732,4,215,FP,83.56,MUHTRI,1
30732,0,0,FP,342.94,MUHTRI,1
30729,1,356,RL,3.186151,MUHTRI,1
30729,1,253,RL,4.84,MUHTRI,1
30729,1,152,RL,3.34,MUHTRI,1
30729,1,366,RL,8.436999,MUHTRI,1
30729,2,310,RL,6.064636,MUHTRI,1
30729,1,212,RL,12.45066,MUHTRI,1
30729,1,403,RL,14.43117,MUHTRI,1
30729,1,261,RL,9.6,MUHTRI,1
30729,2,223,RL,19.12,MUHTRI,1
30729,1,191,RL,9.33,MUHTRI,1
30729,1,270,RL,11.71,MUHTRI,1
30729,1,165,RL,17.97,MUHTRI,1
30729,1,161,RL,12.61,MUHTRI,1
30729,1,183,RL,24.74675,MUHTRI,1
30729,1,305,RL,20.3191,MUHTRI,1
30729,2,336,RL,21.9643,MUHTRI,1
30729,1,336,RL,37.07403,MUHTRI,1
30729,2,289,RL,43.01,MUHTRI,1
30729,1,251,RL,25.78,MUHTRI,1
30729,1,131,RL,20.79,MUHTRI,1
30729,1,132,RL,29.86,MUHTRI,1
30729,3,347,RL,49.33598,MUHTRI,1
30729,2,294,RL,133.39,MUHTRI,1
30729,2,255,RL,75.36,MUHTRI,1
30729,1,177,RL,140.43,MUHTRI,1
30729,0,0,RL,180.68,MUHTRI,1
30729,0,0,RL,114.84,MUHTRI,1
30729,0,0,RL,95.84,MUHTRI,1
30729,1,252,RL,281.44,MUHTRI,1
11999,1,390,Big Fill,27.9,POAFEN,4.5
30712,0,0,Big Fill,4.13,POAFEN,4.5
30712,0,0,Big Fill,1.11,POAFEN,4.5
30712,1,346,Big Fill,1.47,POAFEN,4.5
30712,3,333,Big Fill,0.81,POAFEN,4.5
11999,2,460,Big Fill,29.3,POAFEN,4.5
30717,9,484,Big Fill,6.91,POAFEN,4.5
30717,3,392,Big Fill,7.8,POAFEN,4.5
30717,1,280,Big Fill,20.08,POAFEN,4.5
30717,2,431,Big Fill,14.64,POAFEN,4.5
30717,4,353,Big Fill,6.37,POAFEN,4.5
30717,1,272,Big Fill,3.45,POAFEN,4.5
30714,1,443,Big Fill,17.34,POAFEN,4.5
30714,0,0,Big Fill,9.8,POAFEN,4.5
30714,1,357,Big Fill,12.19,POAFEN,4.5
11999,4,650,Big Fill,353.1,POAFEN,4.5
30717,25,486,Big Fill,47.75,POAFEN,4.5
30717,33,232,Big Fill,39.87,POAFEN,4.5
30717,46,252,Big Fill,59.11,POAFEN,4.5
11999,4,374,Big Fill,21.19,POAFEN,4.5
11999,7,391,Big Fill,33.18,POAFEN,4.5
11999,8,403,Big Fill,34.15,POAFEN,4.5
11999,6,462,Big Fill,27.69,POAFEN,4.5
11999,10,420,Big Fill,28.32,POAFEN,4.5
11999,5,492,Big Fill,22.55,POAFEN,4.5
11999,9,424,Big Fill,92.31,POAFEN,4.5
11999,6,469,Big Fill,44.31,POAFEN,4.5
11999,4,320,Big Fill,64.29,POAFEN,4.5
11999,16,330,Big Fill,59.59,POAFEN,4.5
11999,9,410,Big Fill,28.86,POAFEN,4.5
11999,7,515,Big Fill,61.42,POAFEN,4.5
11999,6,355,Big Fill,35.8,POAFEN,4.5
11999,7,400,Big Fill,75.12,POAFEN,4.5
11999,7,443,Big Fill,111.84,POAFEN,4.5
11999,11,413,Big Fill,81.44,POAFEN,4.5
30743,1,400,Black Springs,1.83,POAFEN,4.5
30743,1,496,Black Springs,3.75,POAFEN,4.5
30743,0,0,Black Springs,2.49,POAFEN,4.5
30743,1,590,Black Springs,6.5,POAFEN,4.5
30743,0,0,Black Springs,3.46,POAFEN,4.5
30742,2,285,Black Springs,24.1,POAFEN,4.5
30742,5,616,Black Springs,17.4,POAFEN,4.5
30742,5,610,Black Springs,9.28,POAFEN,4.5
30742,2,230,Black Springs,8.88,POAFEN,4.5
30743,2,370,Black Springs,16.96,POAFEN,4.5
30743,5,369,Black Springs,27.56,POAFEN,4.5
30743,0,0,Black Springs,17.37,POAFEN,4.5
30744,2,496,Black Springs,7.26,POAFEN,4.5
30744,3,380,Black Springs,9.48,POAFEN,4.5
30744,2,430,Black Springs,8.47,POAFEN,4.5
30742,28,708,Black Springs,44.6,POAFEN,4.5
30742,6,410,Black Springs,35.45,POAFEN,4.5
30742,1,270,Black Springs,23.74,POAFEN,4.5
30743,7,675,Black Springs,55.17,POAFEN,4.5
30743,2,497,Black Springs,39.25,POAFEN,4.5
30744,7,612,Black Springs,21.17,POAFEN,4.5
30744,2,665,Black Springs,30.94,POAFEN,4.5
30744,2,519,Black Springs,25.13,POAFEN,4.5
30747,1,330,Black Springs,36.62,POAFEN,4.5
30747,0,0,Black Springs,28.74,POAFEN,4.5
30742,28,543,Black Springs,97.2,POAFEN,4.5
30742,1,489,Black Springs,88.83,POAFEN,4.5
30742,8,810,Black Springs,46.93,POAFEN,4.5
30743,17,856,Black Springs,55.3,POAFEN,4.5
30743,22,746,Black Springs,72.22,POAFEN,4.5
30744,4,633,Black Springs,76.49,POAFEN,4.5
30742,14,602,Black Springs,233,POAFEN,4.5
30743,33,646,Black Springs,115.64,POAFEN,4.5
30744,9,614,Black Springs,108.3,POAFEN,4.5
30747,0,0,Black Springs,161,POAFEN,4.5
30739,1,243,Fry Park,0.91,POAFEN,4.5
30737,3,303,Fry Park,1.94,POAFEN,4.5
30737,1,164,Fry Park,1.13,POAFEN,4.5
30737,4,336,Fry Park,2.78,POAFEN,4.5
30737,1,485,Fry Park,7.4,POAFEN,4.5
30735,4,510,Fry Park,49.6,POAFEN,4.5
30737,12,694,Fry Park,13.8,POAFEN,4.5
30737,11,878,Fry Park,24.4,POAFEN,4.5
30737,16,542,Fry Park,39.1,POAFEN,4.5
30739,2,242,Fry Park,5.7,POAFEN,4.5
30739,1,372,Fry Park,7.69,POAFEN,4.5
30737,7,434,Fry Park,7.7,POAFEN,4.5
30737,3,500,Fry Park,6.03,POAFEN,4.5
30737,2,358,Fry Park,4.79,POAFEN,4.5
30737,2,487,Fry Park,12.76,POAFEN,4.5
30735,8,376,Fry Park,87.5,POAFEN,4.5
30739,3,256,Fry Park,23.22,POAFEN,4.5
30737,8,552,Fry Park,20.24,POAFEN,4.5
30739,5,366,Fry Park,16.76,POAFEN,4.5
30737,7,568,Fry Park,24.41,POAFEN,4.5
30737,12,417,Fry Park,22.79,POAFEN,4.5
30739,13,485,Fry Park,38.72,POAFEN,4.5
30731,7,654,Fry Park,63.15,POAFEN,4.5
30737,36,443,Fry Park,53.26,POAFEN,4.5
30739,7,371,Fry Park,50.67,POAFEN,4.5
30737,23,592,Fry Park,43.93,POAFEN,4.5
30731,14,284,Fry Park,64.88,POAFEN,4.5
30731,18,326,Fry Park,96.85,POAFEN,4.5
30731,17,506,Fry Park,95.83,POAFEN,4.5
22156,5,853,Fort Valley,13.9,POAFEN,4.5
22156,1,618,Fort Valley,6.6,POAFEN,4.5
22156,0,0,Fort Valley,2.59,POAFEN,4.5
22156,0,0,Fort Valley,0.55,POAFEN,4.5
22156,0,0,Fort Valley,2.49,POAFEN,4.5
22156,9,779,Fort Valley,25.6,POAFEN,4.5
22156,0,0,Fort Valley,21.68,POAFEN,4.5
22156,2,601,Fort Valley,7.51,POAFEN,4.5
22156,0,0,Fort Valley,8.51,POAFEN,4.5
22156,0,0,Fort Valley,9.77,POAFEN,4.5
22156,0,0,Fort Valley,4.1,POAFEN,4.5
22244,3,244,Fort Valley,12,POAFEN,4.5
22244,3,522,Fort Valley,1.12,POAFEN,4.5
22244,3,700,Fort Valley,11.75,POAFEN,4.5
22244,1,296,Fort Valley,4.74,POAFEN,4.5
22156,15,464,Fort Valley,62.5,POAFEN,4.5
22156,3,522,Fort Valley,40.97,POAFEN,4.5
22156,0,0,Fort Valley,20.86,POAFEN,4.5
22156,9,566,Fort Valley,44.73,POAFEN,4.5
22156,3,522,Fort Valley,20.42,POAFEN,4.5
22156,0,0,Fort Valley,20.17,POAFEN,4.5
22156,2,545,Fort Valley,11.89,POAFEN,4.5
22244,4,766,Fort Valley,22.37,POAFEN,4.5
22244,3,551,Fort Valley,22.03,POAFEN,4.5
22244,2,510,Fort Valley,27.6,POAFEN,4.5
22156,0,0,Fort Valley,53.01,POAFEN,4.5
22156,2,501,Fort Valley,40.75,POAFEN,4.5
22156,2,298,Fort Valley,32.37,POAFEN,4.5
22156,1,224,Fort Valley,40.74,POAFEN,4.5
22244,0,0,Fort Valley,75.3,POAFEN,4.5
22244,0,0,Fort Valley,46.6,POAFEN,4.5
22244,3,392,Fort Valley,28.71,POAFEN,4.5
22244,0,0,Fort Valley,55.2,POAFEN,4.5
22244,6,463,Fort Valley,29.09,POAFEN,4.5
22244,6,351,Fort Valley,79.33,POAFEN,4.5
22156,56,716,Fort Valley,349.9,POAFEN,4.5
22156,1,533,Fort Valley,60.37,POAFEN,4.5
22156,15,764,Fort Valley,85.39,POAFEN,4.5
22156,7,613,Fort Valley,139.51,POAFEN,4.5
22244,24,865,Fort Valley,82.26,POAFEN,4.5
30703,1,334,Reese Tank,2.48,POAFEN,4.5
30703,0,0,Reese Tank,2.02,POAFEN,4.5
30703,2,287,Reese Tank,3.08,POAFEN,4.5
30703,0,0,Reese Tank,2.95,POAFEN,4.5
30703,1,205,Reese Tank,0.6,POAFEN,4.5
30705,1,445,Reese Tank,3.1,POAFEN,4.5
30703,2,153,Reese Tank,8.9,POAFEN,4.5
30703,2,356,Reese Tank,10.59,POAFEN,4.5
30703,2,412,Reese Tank,10.43,POAFEN,4.5
30703,5,342,Reese Tank,20.72,POAFEN,4.5
30703,3,525,Reese Tank,23.1,POAFEN,4.5
30703,7,482,Reese Tank,40.42,POAFEN,4.5
30730,1,95,Rogers Lake,16.6,POAFEN,4.5
30730,10,500,Rogers Lake,21.9,POAFEN,4.5
30730,6,604,Rogers Lake,18.3,POAFEN,4.5
30730,5,331,Rogers Lake,53,POAFEN,4.5
30730,4,305,Rogers Lake,49.8,POAFEN,4.5
30730,6,644,Rogers Lake,31.4,POAFEN,4.5
104,0,0,Government Knolls,1,POAFEN,4.5
104,1,420,Government Knolls,5.7,POAFEN,4.5
104,0,0,Government Knolls,0.8,POAFEN,4.5
104,0,0,Government Knolls,3.31,POAFEN,4.5
104,0,0,Government Knolls,1.64,POAFEN,4.5
104,3,517,Government Knolls,33.8,POAFEN,4.5
104,0,0,Government Knolls,6.1,POAFEN,4.5
104,0,0,Government Knolls,11.68,POAFEN,4.5
104,0,0,Government Knolls,12.77,POAFEN,4.5
104,3,385,Government Knolls,12.24,POAFEN,4.5
104,2,290,Government Knolls,21.86,POAFEN,4.5
104,1,354,Government Knolls,6.87,POAFEN,4.5
104,0,0,Government Knolls,14.71,POAFEN,4.5
104,0,0,Government Knolls,9.94,POAFEN,4.5
104,0,0,Government Knolls,9.11,POAFEN,4.5
104,7,391,Government Knolls,61.9,POAFEN,4.5
104,0,0,Government Knolls,26.77,POAFEN,4.5
104,1,242,Government Knolls,17.08,POAFEN,4.5
104,0,0,Government Knolls,32.11,POAFEN,4.5
104,1,431,Government Knolls,15.92,POAFEN,4.5
104,3,435,Government Knolls,26.41,POAFEN,4.5
104,0,0,Government Knolls,31.71,POAFEN,4.5
104,1,568,Government Knolls,38.24,POAFEN,4.5
104,1,375,Government Knolls,21.12,POAFEN,4.5
104,2,318,Government Knolls,22.98,POAFEN,4.5
104,0,0,Government Knolls,126.9,POAFEN,4.5
104,3,258,Government Knolls,75.9,POAFEN,4.5
104,8,541,Government Knolls,30.44,POAFEN,4.5
104,2,386,Government Knolls,30.95,POAFEN,4.5
104,5,390,Government Knolls,44.06,POAFEN,4.5
104,3,393,Government Knolls,54.14,POAFEN,4.5
104,6,649,Government Knolls,83.62,POAFEN,4.5
110,1,680,Kendrick Panel,0.6,POAFEN,4.5
109,0,0,Kendrick Panel,0.66,POAFEN,4.5
109,0,0,Kendrick Panel,0.47,POAFEN,4.5
108,0,0,Kendrick Panel,0.49,POAFEN,4.5
109,0,0,Kendrick Panel,5.7,POAFEN,4.5
108,0,0,Kendrick Panel,2.45,POAFEN,4.5
108,0,0,Kendrick Panel,4.78,POAFEN,4.5
108,0,0,Kendrick Panel,4.6,POAFEN,4.5
108,1,790,Kendrick Panel,4.03,POAFEN,4.5
108,1,764,Kendrick Panel,6.53,POAFEN,4.5
108,3,382,Kendrick Panel,2.65,POAFEN,4.5
108,2,255,Kendrick Panel,5.53,POAFEN,4.5
9009H,1,309,Kendrick Panel,5.83,POAFEN,4.5
9009H,1,300,Kendrick Panel,6.82,POAFEN,4.5
110,2,545,Kendrick Panel,36.5,POAFEN,4.5
109,0,0,Kendrick Panel,29.22,POAFEN,4.5
108,0,0,Kendrick Panel,12.12,POAFEN,4.5
108,0,0,Kendrick Panel,11.72,POAFEN,4.5
108,1,395,Kendrick Panel,10.43,POAFEN,4.5
108,1,475,Kendrick Panel,4.55,POAFEN,4.5
108,1,300,Kendrick Panel,10.81,POAFEN,4.5
9009H,3,310,Kendrick Panel,32.22,POAFEN,4.5
9009H,1,492,Kendrick Panel,10.32,POAFEN,4.5
9009H,3,610,Kendrick Panel,15.64,POAFEN,4.5
110,12,525,Kendrick Panel,69.2,POAFEN,4.5
110,20,317,Kendrick Panel,64.2,POAFEN,4.5
110,16,772,Kendrick Panel,95.9,POAFEN,4.5
110,6,635,Kendrick Panel,88.2,POAFEN,4.5
9009H,5,669,Kendrick Panel,22.42,POAFEN,4.5
9009H,2,495,Kendrick Panel,35.57,POAFEN,4.5
9009H,7,490,Kendrick Panel,30.43,POAFEN,4.5
115,0,0,SI Panel,2.26,POAFEN,4.5
115,1,256,SI Panel,0.41,POAFEN,4.5
115,8,305,SI Panel,5.7,POAFEN,4.5
115,0,0,SI Panel,5.28,POAFEN,4.5
115,0,0,SI Panel,3.29,POAFEN,4.5
115,3,351,SI Panel,31.7,POAFEN,4.5
115,2,505,SI Panel,53.4,POAFEN,4.5
115,5,452,SI Panel,34.4,POAFEN,4.5
115,8,677,SI Panel,25.8,POAFEN,4.5
21114,0,0,SI Panel,0.88,POAFEN,4.5
21114,0,0,SI Panel,0.71,POAFEN,4.5
21114,0,0,SI Panel,0.99,POAFEN,4.5
21114,0,0,SI Panel,1.52,POAFEN,4.5
21114,0,0,SI Panel,1.17,POAFEN,4.5
21114,0,0,SI Panel,7.17,POAFEN,4.5
21114,0,0,SI Panel,3.86,POAFEN,4.5
21114,0,0,SI Panel,5.02,POAFEN,4.5
21114,0,0,SI Panel,4.04,POAFEN,4.5
21114,0,0,SI Panel,4.02,POAFEN,4.5
21174,1,372,SI Panel,3.33,POAFEN,4.5
21174,2,484,SI Panel,9.43,POAFEN,4.5
21174,1,563,SI Panel,5.71,POAFEN,4.5
21174,7,585,SI Panel,13.84,POAFEN,4.5
21174,3,564,SI Panel,10.42,POAFEN,4.5
21174,0,0,SI Panel,12.99,POAFEN,4.5
21174,4,607,SI Panel,17.19,POAFEN,4.5
21114,2,536,SI Panel,15.55,POAFEN,4.5
21174,5,669,SI Panel,22.39,POAFEN,4.5
21174,5,576,SI Panel,24.51,POAFEN,4.5
200446,1,131,Black Springs,13.9597,SPOINT,1
200446,1,423,Black Springs,5.443835,SPOINT,1
200446,2,360,Black Springs,5.890411,SPOINT,1
30748,0,0,Black Springs,2.54,SPOINT,1
30748,0,0,Black Springs,3.28,SPOINT,1
200446,1,355,Black Springs,13.54868,SPOINT,1
200446,2,324,Black Springs,22.475,SPOINT,1
30748,2,362,Black Springs,7.78,SPOINT,1
30748,3,341,Black Springs,16.94,SPOINT,1
26345,1,209,Black Springs,6.02,SPOINT,1
26345,0,0,Black Springs,11.65,SPOINT,1
26345,2,262,Black Springs,14.06,SPOINT,1
26345,0,0,Black Springs,10.79,SPOINT,1
26345,0,0,Black Springs,16.42,SPOINT,1
26345,3,260,Black Springs,12.43,SPOINT,1
200446,2,340,Black Springs,30.21134,SPOINT,1
200446,4,362,Black Springs,38.34405,SPOINT,1
200446,2,330,Black Springs,43.22564,SPOINT,1
200446,4,230,Black Springs,48.99146,SPOINT,1
200446,4,210,Black Springs,40.01258,SPOINT,1
200446,4,473,Black Springs,46.09802,SPOINT,1
30748,1,281,Black Springs,23.71,SPOINT,1
30745,1,344,Black Springs,23.15,SPOINT,1
26345,6,463,Black Springs,58.85,SPOINT,1
26345,1,302,Black Springs,27.83,SPOINT,1
200446,4,350,Black Springs,83.69568,SPOINT,1
200446,3,204,Black Springs,72.85927,SPOINT,1
200446,1,270,Black Springs,62.22908,SPOINT,1
200446,11,290,Black Springs,89.78355,SPOINT,1
200446,6,320,Black Springs,67.46818,SPOINT,1
26345,2,146,Black Springs,193.53,SPOINT,1
26345,3,330,Black Springs,65.67,SPOINT,1
26345,2,219,Black Springs,82.22,SPOINT,1
26345,1,149,Black Springs,77.53,SPOINT,1
26345,0,0,Black Springs,58.31,SPOINT,1
30743,2,550,Black Springs,152.2488,SPOINT,1
NONE,2,272,Black Springs,426.8089,SPOINT,1
NONE,14,492,Black Springs,424.0611,SPOINT,1
NONE,22,394,Black Springs,2549.225,SPOINT,1
NONE,28,560,Black Springs,1976.811,SPOINT,1
30739,1,92,Fry Park,2.94,SPOINT,1
30739,1,77,Fry Park,1.4,SPOINT,1
30739,0,0,Fry Park,0.74,SPOINT,1
30739,1,392,Fry Park,2.87,SPOINT,1
30739,1,196,Fry Park,1.41,SPOINT,1
30739,1,116,Fry Park,6.44,SPOINT,1
30739,0,0,Fry Park,7.36,SPOINT,1
30739,0,0,Fry Park,5.72,SPOINT,1
30739,0,0,Fry Park,9.82,SPOINT,1
30739,1,85,Fry Park,3.9,SPOINT,1
30740,0,0,Fry Park,4.49,SPOINT,1
30740,0,0,Fry Park,10.48,SPOINT,1
30740,0,0,Fry Park,5.27,SPOINT,1
30740,1,95,Fry Park,5.62,SPOINT,1
30740,0,0,Fry Park,8.16,SPOINT,1
30739,1,134,Fry Park,22.05,SPOINT,1
30739,0,0,Fry Park,13.99,SPOINT,1
30739,0,0,Fry Park,15.24,SPOINT,1
30740,0,0,Fry Park,14.11,SPOINT,1
30740,1,152,Fry Park,22.34,SPOINT,1
30740,1,104,Fry Park,12.99,SPOINT,1
30740,0,0,Fry Park,15.4,SPOINT,1
30740,0,0,Fry Park,18.35,SPOINT,1
30740,0,0,Fry Park,12.26,SPOINT,1
30740,0,0,Fry Park,15.48,SPOINT,1
30739,0,0,Fry Park,46.64,SPOINT,1
30739,0,0,Fry Park,40.11,SPOINT,1
30739,0,0,Fry Park,28.7,SPOINT,1
30740,0,0,Fry Park,49.06,SPOINT,1
30740,0,0,Fry Park,46.23,SPOINT,1
30740,0,0,Fry Park,46.78,SPOINT,1
30740,0,0,Fry Park,30.88,SPOINT,1
30740,0,0,Fry Park,32.25,SPOINT,1
30740,0,0,Fry Park,38.06,SPOINT,1
30740,0,0,Fry Park,32.03,SPOINT,1
30740,0,0,Fry Park,294.33,SPOINT,1
30740,0,0,Fry Park,508.01,SPOINT,1
30740,0,0,Fry Park,937.75,SPOINT,1
30740,0,0,Fry Park,578.66,SPOINT,1
30740,0,0,Fry Park,289.22,SPOINT,1
