plot,numb.stalks,max.inflo.height.mm,site,basal.area.cm2,species,seeds_per_glume
107,5,717,Kendrick Panel,182.6092,ELYELY,3
107,7,662,Kendrick Panel,301.1622,ELYELY,3
107,6,830,Kendrick Panel,310.9074,ELYELY,3
107,6,652,Kendrick Panel,206.4145,ELYELY,3
107,5,680,Kendrick Panel,230.7423,ELYELY,3
107,8,686,Kendrick Panel,202.1534,ELYELY,3
108,8,510,Kendrick Panel,13.75,ELYELY,3
108,10,633,Kendrick Panel,10.92,ELYELY,3
108,7,752,Kendrick Panel,26.53,ELYELY,3
108,6,652,Kendrick Panel,20.28,ELYELY,3
109,8,600,Kendrick Panel,22.68,ELYELY,3
109,5,588,Kendrick Panel,41.63,ELYELY,3
109,2,620,Kendrick Panel,31.45,ELYELY,3
109,4,592,Kendrick Panel,33.29,ELYELY,3
109,6,602,Kendrick Panel,21.76,ELYELY,3
109,7,627,Kendrick Panel,35.28,ELYELY,3
109,10,663,Kendrick Panel,31.63,ELYELY,3
109,3,602,Kendrick Panel,31.91,ELYELY,3
108,12,894,Kendrick Panel,63.07,ELYELY,3
109,13,720,Kendrick Panel,82.52,ELYELY,3
120,0,0,SI panel,1.31,ELYELY,3
120,0,0,SI panel,1.09,ELYELY,3
120,0,0,SI panel,0.33,ELYELY,3
120,0,0,SI panel,0.2,ELYELY,3
120,0,0,SI panel,1.33,ELYELY,3
120,2,522,SI panel,5.02,ELYELY,3
120,1,344,SI panel,2.12,ELYELY,3
120,0,0,SI panel,3.39,ELYELY,3
120,0,0,SI panel,2.51,ELYELY,3
120,1,502,SI panel,2.95,ELYELY,3
120,1,394,SI panel,6.76,ELYELY,3
120,0,0,SI panel,3.47,ELYELY,3
120,0,0,SI panel,3.84,ELYELY,3
120,1,421,SI panel,3.74,ELYELY,3
120,1,540,SI panel,0.51,ELYELY,3
120,1,330,SI panel,7.32,ELYELY,3
120,0,0,SI panel,10.34,ELYELY,3
120,1,456,SI panel,14.75,ELYELY,3
120,0,0,SI panel,16.11,ELYELY,3
120,2,565,SI panel,15.47,ELYELY,3
120,1,309,SI panel,8.69,ELYELY,3
120,1,403,SI panel,19.44,ELYELY,3
120,3,526,SI panel,11.98,ELYELY,3
120,2,400,SI panel,24.91,ELYELY,3
120,8,601,SI panel,7.08,ELYELY,3
120,5,629,SI panel,19.51,ELYELY,3
120,6,532,SI panel,2.98,ELYELY,3
120,7,700,SI panel,44.71,ELYELY,3
120,12,650,SI panel,32.24,ELYELY,3
120,10,573,SI panel,74.92,ELYELY,3
120,9,640,SI panel,97.66,ELYELY,3
120,5,565,SI panel,50.06,ELYELY,3
120,7,526,SI panel,30.26,ELYELY,3
120,8,556,SI panel,7.37,ELYELY,3
120,16,580,SI panel,110.46,ELYELY,3
120,19,695,SI panel,196.52,ELYELY,3
120,52,700,SI panel,350.68,ELYELY,3
120,26,540,SI panel,191.69,ELYELY,3
119,1,429,Wild Bill panel,0.84,ELYELY,3
119,1,440,Wild Bill panel,0.76,ELYELY,3
119,1,434,Wild Bill panel,2.57,ELYELY,3
119,1,512,Wild Bill panel,1.96,ELYELY,3
119,1,312,Wild Bill panel,10.87,ELYELY,3
119,2,425,Wild Bill panel,7.65,ELYELY,3
119,2,467,Wild Bill panel,3.81,ELYELY,3
119,4,375,Wild Bill panel,4.16,ELYELY,3
119,2,473,Wild Bill panel,17.49,ELYELY,3
119,3,570,Wild Bill panel,9.85,ELYELY,3
119,3,609,Wild Bill panel,36,ELYELY,3
119,21,552,Wild Bill panel,98.03,ELYELY,3
12000,11,853,Big Fill,19.5151,FESARI,5
12000,2,760,Big Fill,7.318773,FESARI,5
12000,0,0,Big Fill,3.719887,FESARI,5
12000,0,0,Big Fill,10.26141,FESARI,5
30714,4,426,Big Fill,4.606548,FESARI,5
12000,24,720,Big Fill,56.50483,FESARI,5
12000,6,690,Big Fill,37.32287,FESARI,5
12000,9,822,Big Fill,60.04915,FESARI,5
12000,34,692,Big Fill,35.11108,FESARI,5
12000,29,695,Big Fill,43.97005,FESARI,5
30714,9,759,Big Fill,58.89452,FESARI,5
30714,26,847,Big Fill,61.98274,FESARI,5
30714,18,800,Big Fill,35.48767,FESARI,5
30714,21,873,Big Fill,72.81733,FESARI,5
30714,22,780,Big Fill,33.65282,FESARI,5
30714,10,781,Big Fill,25.07332,FESARI,5
12000,45,812,Big Fill,101.4212,FESARI,5
12000,30,690,Big Fill,103.2058,FESARI,5
12000,43,900,Big Fill,168.6167,FESARI,5
30714,24,844,Big Fill,194.4341,FESARI,5
30715,44,856,Big Fill,142.8686,FESARI,5
30715,39,683,Big Fill,136.9631,FESARI,5
30715,54,856,Big Fill,92.34521,FESARI,5
30715,29,832,Big Fill,140.0415,FESARI,5
30715,44,640,Big Fill,146.9545,FESARI,5
30715,43,684,Big Fill,132.8587,FESARI,5
12000,40,985,Big Fill,203.913,FESARI,5
30714,54,932,Big Fill,221.6235,FESARI,5
30715,184,705,Big Fill,232.9806,FESARI,5
2004-19,38,636,Big Fill,224.43,FESARI,5
2004-19,31,837,Big Fill,222.47,FESARI,5
2004-19,52,854,Big Fill,248.81,FESARI,5
2004-19,33,821,Big Fill,293,FESARI,5
2004-19,16,785,Big Fill,220.47,FESARI,5
2004-19,53,714,Big Fill,283.63,FESARI,5
2004-19,44,803,Big Fill,246.43,FESARI,5
30715,91,871,Big Fill,414.1574,FESARI,5
30715,58,866,Big Fill,388.6707,FESARI,5
2004-19,32,958,Big Fill,544.73,FESARI,5
2004-19,9,796,Big Fill,437.63,FESARI,5
2004-19,45,774,Big Fill,359.41,FESARI,5
30744,0,0,Black Springs,1.87,FESARI,5
30744,0,0,Black Springs,0.9,FESARI,5
30744,0,0,Black Springs,4.03,FESARI,5
30744,0,0,Black Springs,1.67,FESARI,5
30744,0,0,Black Springs,0.44,FESARI,5
30744,0,0,Black Springs,14.34,FESARI,5
30744,0,0,Black Springs,7.76,FESARI,5
30744,1,576,Black Springs,4.11,FESARI,5
26345,0,0,Black Springs,7.25,FESARI,5
26345,0,0,Black Springs,4.56,FESARI,5
26345,2,446,Black Springs,4.42,FESARI,5
30746,0,0,Black Springs,15.31,FESARI,5
30746,0,0,Black Springs,15.68,FESARI,5
30746,0,0,Black Springs,16.83,FESARI,5
30746,0,0,Black Springs,14.66,FESARI,5
30744,6,506,Black Springs,65.93,FESARI,5
30744,4,609,Black Springs,49.12,FESARI,5
26345,6,632,Black Springs,29.87,FESARI,5
30746,1,545,Black Springs,37.99,FESARI,5
30746,0,0,Black Springs,36.29,FESARI,5
30746,1,654,Black Springs,48.56,FESARI,5
30746,0,0,Black Springs,26.69,FESARI,5
30746,1,446,Black Springs,32.01,FESARI,5
30746,2,756,Black Springs,36.51,FESARI,5
30746,1,455,Black Springs,42.16,FESARI,5
26345,0,0,Black Springs,139.41,FESARI,5
30746,1,589,Black Springs,67.65,FESARI,5
30746,0,0,Black Springs,96.22,FESARI,5
30746,0,0,Black Springs,76.22,FESARI,5
30746,1,360,Black Springs,101.67,FESARI,5
30746,0,0,Black Springs,71.33,FESARI,5
30746,0,0,Black Springs,52.94,FESARI,5
30746,3,583,Black Springs,76.71,FESARI,5
30746,1,524,Black Springs,90.08,FESARI,5
30746,1,674,Black Springs,143.86,FESARI,5
30746,0,0,Black Springs,236.18,FESARI,5
30746,9,750,Black Springs,264.08,FESARI,5
30746,0,0,Black Springs,348.86,FESARI,5
30746,3,790,Black Springs,289.18,FESARI,5
30746,5,710,Black Springs,500.77,FESARI,5
30731,0,0,Fry Park,0.54,FESARI,5
30731,2,554,Fry Park,1.04,FESARI,5
30731,1,428,Fry Park,0.51,FESARI,5
30731,2,276,Fry Park,1.89,FESARI,5
30731,1,418,Fry Park,0.41,FESARI,5
30731,1,453,Fry Park,6.93,FESARI,5
30731,6,477,Fry Park,12.69,FESARI,5
30731,2,570,Fry Park,10.4,FESARI,5
30731,4,535,Fry Park,8.48,FESARI,5
30731,3,588,Fry Park,6.2,FESARI,5
30731,1,581,Fry Park,7.27,FESARI,5
30731,1,525,Fry Park,8.52,FESARI,5
30731,0,0,Fry Park,9.85,FESARI,5
30731,3,740,Fry Park,6.72,FESARI,5
30731,3,422,Fry Park,9.93,FESARI,5
30731,3,451,Fry Park,18.52,FESARI,5
30731,5,444,Fry Park,17.88,FESARI,5
30731,6,557,Fry Park,27.76,FESARI,5
30731,6,610,Fry Park,24.42,FESARI,5
30731,12,672,Fry Park,20.29,FESARI,5
30731,4,589,Fry Park,28.47,FESARI,5
30731,0,0,Fry Park,22.12,FESARI,5
30731,2,576,Fry Park,22.31,FESARI,5
30731,5,520,Fry Park,29.57,FESARI,5
30731,3,633,Fry Park,23.71,FESARI,5
30731,23,591,Fry Park,269.4,FESARI,5
30731,18,692,Fry Park,248.86,FESARI,5
30731,19,800,Fry Park,267.55,FESARI,5
30731,11,690,Fry Park,232.45,FESARI,5
30731,23,561,Fry Park,254.37,FESARI,5
30731,25,644,Fry Park,227.74,FESARI,5
30731,4,480,Fry Park,271.79,FESARI,5
30731,9,573,Fry Park,248.72,FESARI,5
30731,26,548,Fry Park,246.25,FESARI,5
30731,76,685,Fry Park,421.94,FESARI,5
30731,51,563,Fry Park,444.57,FESARI,5
30731,14,480,Fry Park,451.82,FESARI,5
30731,37,681,Fry Park,471.43,FESARI,5
30731,23,763,Fry Park,496.51,FESARI,5
22126,0,0,Fort Valley,3.02,FESARI,5
22126,0,0,Fort Valley,1.37,FESARI,5
22126,0,0,Fort Valley,1.74,FESARI,5
22126,0,0,Fort Valley,1.14,FESARI,5
22126,0,0,Fort Valley,3.21,FESARI,5
22126,0,0,Fort Valley,8.88,FESARI,5
22126,0,0,Fort Valley,15.13,FESARI,5
22126,0,0,Fort Valley,9.47,FESARI,5
22126,0,0,Fort Valley,11.79,FESARI,5
22126,0,0,Fort Valley,22.7,FESARI,5
22126,0,0,Fort Valley,16.16,FESARI,5
22126,0,0,Fort Valley,17.75,FESARI,5
22126,0,0,Fort Valley,10.49,FESARI,5
22126,1,665,Fort Valley,15.72,FESARI,5
22126,0,0,Fort Valley,15.53,FESARI,5
22126,0,0,Fort Valley,49.64,FESARI,5
22126,1,565,Fort Valley,28.47,FESARI,5
22126,0,0,Fort Valley,36.06,FESARI,5
22126,0,0,Fort Valley,40.92,FESARI,5
22126,0,0,Fort Valley,26.57,FESARI,5
22126,0,0,Fort Valley,44.53,FESARI,5
22126,0,0,Fort Valley,31.82,FESARI,5
22126,0,0,Fort Valley,34.71,FESARI,5
22126,0,0,Fort Valley,39.93,FESARI,5
22126,0,0,Fort Valley,42.92,FESARI,5
22126,0,0,Fort Valley,68.37,FESARI,5
22126,0,0,Fort Valley,63.19,FESARI,5
22126,0,0,Fort Valley,86.4,FESARI,5
22126,0,0,Fort Valley,112.03,FESARI,5
22126,0,0,Fort Valley,51.73,FESARI,5
22126,0,0,Fort Valley,90.15,FESARI,5
22126,0,0,Fort Valley,81.06,FESARI,5
22126,0,0,Fort Valley,93.94,FESARI,5
22126,0,0,Fort Valley,63.32,FESARI,5
22126,1,940,Fort Valley,59.21,FESARI,5
22126,0,0,Fort Valley,452.4,FESARI,5
22126,10,800,Fort Valley,647.33,FESARI,5
22126,0,0,Fort Valley,911.8,FESARI,5
22126,0,0,Fort Valley,305.24,FESARI,5
22126,4,770,Fort Valley,875.06,FESARI,5
23155,0,0,Fort Valley,2.22,FESARI,5
23155,0,0,Fort Valley,2.27,FESARI,5
23155,0,0,Fort Valley,4.09,FESARI,5
23155,0,0,Fort Valley,1.73,FESARI,5
23155,0,0,Fort Valley,2.21,FESARI,5
23155,0,0,Fort Valley,8.01,FESARI,5
23155,0,0,Fort Valley,8.19,FESARI,5
23155,0,0,Fort Valley,9.88,FESARI,5
23155,0,0,Fort Valley,7.5,FESARI,5
23155,0,0,Fort Valley,9.75,FESARI,5
23155,0,0,Fort Valley,6.86,FESARI,5
23155,0,0,Fort Valley,7.44,FESARI,5
23155,0,0,Fort Valley,7.9,FESARI,5
23155,0,0,Fort Valley,7.29,FESARI,5
23155,0,0,Fort Valley,6.15,FESARI,5
23155,0,0,Fort Valley,25.75,FESARI,5
23155,0,0,Fort Valley,22.04,FESARI,5
23155,0,0,Fort Valley,27.55,FESARI,5
23155,0,0,Fort Valley,24.23,FESARI,5
23155,1,712,Fort Valley,22.83,FESARI,5
23155,1,721,Fort Valley,20.27,FESARI,5
23155,0,0,Fort Valley,20.9,FESARI,5
23155,0,0,Fort Valley,30.89,FESARI,5
23155,0,0,Fort Valley,29,FESARI,5
23155,0,0,Fort Valley,25.31,FESARI,5
23155,5,463,Fort Valley,242.45,FESARI,5
23155,3,605,Fort Valley,183.49,FESARI,5
23155,0,0,Fort Valley,129.38,FESARI,5
23155,4,671,Fort Valley,198.03,FESARI,5
23155,0,0,Fort Valley,159.42,FESARI,5
23155,0,0,Fort Valley,91.21,FESARI,5
23155,0,0,Fort Valley,98.09,FESARI,5
23155,0,0,Fort Valley,114.16,FESARI,5
23155,0,0,Fort Valley,115.2,FESARI,5
23155,0,0,Fort Valley,210.55,FESARI,5
23155,4,592,Fort Valley,419.92,FESARI,5
23155,2,742,Fort Valley,549.46,FESARI,5
23155,7,735,Fort Valley,368.55,FESARI,5
23155,40,1041,Fort Valley,303.04,FESARI,5
23155,15,822,Fort Valley,397.07,FESARI,5
30709,1,835,Reese Tank,3.673467,FESARI,5
30709,3,781,Reese Tank,12.57516,FESARI,5
30709,0,0,Reese Tank,1.66,FESARI,5
30709,1,659,Reese Tank,2.21,FESARI,5
30709,2,702,Reese Tank,2.71,FESARI,5
30709,4,721,Reese Tank,84.29995,FESARI,5
30709,2,687,Reese Tank,8.22,FESARI,5
30709,2,755,Reese Tank,12.67,FESARI,5
30709,3,810,Reese Tank,18.4,FESARI,5
30709,2,694,Reese Tank,16.57,FESARI,5
30709,4,622,Reese Tank,6.07,FESARI,5
30709,6,744,Reese Tank,10.41,FESARI,5
30709,2,720,Reese Tank,7.69,FESARI,5
30709,1,692,Reese Tank,5.45,FESARI,5
30702,1,665,Reese Tank,21.29,FESARI,5
30709,12,650,Reese Tank,139.5163,FESARI,5
30709,10,652,Reese Tank,16.29,FESARI,5
30709,9,709,Reese Tank,28.51,FESARI,5
30709,2,723,Reese Tank,38,FESARI,5
30709,8,806,Reese Tank,31.02,FESARI,5
30709,8,720,Reese Tank,23.81,FESARI,5
30709,7,730,Reese Tank,30.01,FESARI,5
30709,11,794,Reese Tank,32.46,FESARI,5
30702,14,682,Reese Tank,30.16,FESARI,5
30702,4,612,Reese Tank,94.56,FESARI,5
30709,14,845,Reese Tank,213.473,FESARI,5
30709,21,761,Reese Tank,203.811,FESARI,5
30709,19,721,Reese Tank,117.8,FESARI,5
30709,17,698,Reese Tank,114.09,FESARI,5
30702,12,756,Reese Tank,284.64,FESARI,5
30709,45,889,Reese Tank,229.2399,FESARI,5
30729,0,0,Rogers Lake,2.5,FESARI,5
30729,0,0,Rogers Lake,2.34,FESARI,5
30729,0,0,Rogers Lake,2.01,FESARI,5
30729,0,0,Rogers Lake,1.88,FESARI,5
30729,0,0,Rogers Lake,1.16,FESARI,5
30729,0,0,Rogers Lake,19.93,FESARI,5
30729,0,0,Rogers Lake,13.31,FESARI,5
30729,0,0,Rogers Lake,1.83,FESARI,5
30729,0,0,Rogers Lake,7.95,FESARI,5
30729,0,0,Rogers Lake,9.05,FESARI,5
30729,0,0,Rogers Lake,9.65,FESARI,5
30729,0,0,Rogers Lake,8.85,FESARI,5
30729,0,0,Rogers Lake,10.84,FESARI,5
30729,0,0,Rogers Lake,10.85,FESARI,5
30729,0,0,Rogers Lake,8.39,FESARI,5
30729,0,0,Rogers Lake,57.03,FESARI,5
30729,0,0,Rogers Lake,36.49,FESARI,5
30729,2,665,Rogers Lake,32.74,FESARI,5
30729,5,510,Rogers Lake,50.56,FESARI,5
30729,0,0,Rogers Lake,46.59,FESARI,5
30729,0,0,Rogers Lake,40.89,FESARI,5
30729,0,0,Rogers Lake,22.19,FESARI,5
30729,0,0,Rogers Lake,28.33,FESARI,5
30729,0,0,Rogers Lake,18.16,FESARI,5
30729,0,0,Rogers Lake,29.14,FESARI,5
30729,4,671,Rogers Lake,90.44,FESARI,5
30729,3,572,Rogers Lake,221.2,FESARI,5
30729,8,510,Rogers Lake,182.65,FESARI,5
30729,6,382,Rogers Lake,217.37,FESARI,5
30729,10,625,Rogers Lake,240.11,FESARI,5
30729,1,280,Rogers Lake,162.82,FESARI,5
30729,3,490,Rogers Lake,191.23,FESARI,5
30729,2,580,Rogers Lake,202.11,FESARI,5
30729,1,470,Rogers Lake,202.76,FESARI,5
30729,8,610,Rogers Lake,256.93,FESARI,5
30729,14,655,Rogers Lake,426.27,FESARI,5
30729,1,372,Rogers Lake,315.16,FESARI,5
30729,4,550,Rogers Lake,364.77,FESARI,5
30729,0,0,Rogers Lake,345.12,FESARI,5
30729,0,0,Rogers Lake,337.24,FESARI,5
101,0,0,Gov. Knoles,2.49,FESARI,5
101,0,0,Gov. Knoles,1.99,FESARI,5
101,0,0,Gov. Knoles,2.02,FESARI,5
101,0,0,Gov. Knoles,3.77,FESARI,5
101,0,0,Gov. Knoles,2.47,FESARI,5
101,0,0,Gov. Knoles,7.45,FESARI,5
101,0,0,Gov. Knoles,5.96,FESARI,5
101,0,0,Gov. Knoles,7.61,FESARI,5
101,0,0,Gov. Knoles,1.19,FESARI,5
101,0,0,Gov. Knoles,5.55,FESARI,5
101,0,0,Gov. Knoles,8.89,FESARI,5
101,0,0,Gov. Knoles,5.92,FESARI,5
101,0,0,Gov. Knoles,2.81,FESARI,5
101,0,0,Gov. Knoles,3.82,FESARI,5
101,0,0,Gov. Knoles,6.73,FESARI,5
101,0,0,Gov. Knoles,16.47,FESARI,5
101,0,0,Gov. Knoles,15.9,FESARI,5
101,0,0,Gov. Knoles,20.62,FESARI,5
101,1,562,Gov. Knoles,15.95,FESARI,5
101,2,513,Gov. Knoles,14.97,FESARI,5
101,0,0,Gov. Knoles,13.38,FESARI,5
101,0,0,Gov. Knoles,17.6,FESARI,5
101,0,0,Gov. Knoles,27.43,FESARI,5
101,0,0,Gov. Knoles,23.91,FESARI,5
101,0,0,Gov. Knoles,16.62,FESARI,5
101,17,662,Gov. Knoles,214.03,FESARI,5
101,1,591,Gov. Knoles,129.91,FESARI,5
101,0,0,Gov. Knoles,231.04,FESARI,5
101,1,508,Gov. Knoles,172.26,FESARI,5
101,0,0,Gov. Knoles,129.43,FESARI,5
101,0,0,Gov. Knoles,NA,FESARI,5
101,1,481,Gov. Knoles,205.49,FESARI,5
101,1,772,Gov. Knoles,185.38,FESARI,5
101,2,710,Gov. Knoles,180.98,FESARI,5
101,4,792,Gov. Knoles,157.04,FESARI,5
101,4,773,Gov. Knoles,563.31,FESARI,5
101,4,765,Gov. Knoles,431.94,FESARI,5
101,2,660,Gov. Knoles,338.33,FESARI,5
101,0,0,Gov. Knoles,288.89,FESARI,5
101,3,612,Gov. Knoles,448.51,FESARI,5
108,1,692,Kendrick Park,0.34,FESARI,5
108,0,0,Kendrick Park,0.78,FESARI,5
108,0,0,Kendrick Park,1.04,FESARI,5
108,1,664,Kendrick Park,0.46,FESARI,5
108,0,0,Kendrick Park,0.37,FESARI,5
108,2,595,Kendrick Park,2.45,FESARI,5
108,1,550,Kendrick Park,2.44,FESARI,5
108,2,582,Kendrick Park,2.76,FESARI,5
108,4,502,Kendrick Park,2.23,FESARI,5
109,2,610,Kendrick Park,3.14,FESARI,5
109,0,0,Kendrick Park,4.14,FESARI,5
109,1,560,Kendrick Park,4.67,FESARI,5
109,0,0,Kendrick Park,3.46,FESARI,5
109,1,605,Kendrick Park,2.82,FESARI,5
109,1,632,Kendrick Park,2.35,FESARI,5
108,1,596,Kendrick Park,9.31,FESARI,5
108,3,588,Kendrick Park,6.83,FESARI,5
108,2,524,Kendrick Park,8.5,FESARI,5
108,0,0,Kendrick Park,6.74,FESARI,5
108,2,484,Kendrick Park,7.41,FESARI,5
108,3,322,Kendrick Park,9.83,FESARI,5
109,4,517,Kendrick Park,7.27,FESARI,5
109,2,602,Kendrick Park,5.25,FESARI,5
107,1,634,Kendrick Park,10.23,FESARI,5
107,3,596,Kendrick Park,8.83,FESARI,5
108,4,580,Kendrick Park,14.8,FESARI,5
108,5,525,Kendrick Park,22.05,FESARI,5
108,7,620,Kendrick Park,18.54,FESARI,5
108,10,730,Kendrick Park,28.03,FESARI,5
108,6,644,Kendrick Park,21.99,FESARI,5
108,8,590,Kendrick Park,32.42,FESARI,5
109,3,564,Kendrick Park,38.99,FESARI,5
109,10,522,Kendrick Park,41.03,FESARI,5
109,11,702,Kendrick Park,33.32,FESARI,5
109,5,688,Kendrick Park,47.95,FESARI,5
109,27,736,Kendrick Park,91.11,FESARI,5
120,1,595,SI panel,1.4,FESARI,5
120,0,0,SI panel,2.67,FESARI,5
120,0,0,SI panel,1.22,FESARI,5
120,0,0,SI panel,3.57,FESARI,5
120,0,0,SI panel,2.07,FESARI,5
120,0,0,SI panel,11.62,FESARI,5
120,0,0,SI panel,12.84,FESARI,5
120,0,0,SI panel,17.6,FESARI,5
120,0,0,SI panel,8.25,FESARI,5
120,0,0,SI panel,10.15,FESARI,5
120,0,0,SI panel,10.07,FESARI,5
120,1,544,SI panel,6.34,FESARI,5
120,0,0,SI panel,7.39,FESARI,5
120,0,0,SI panel,8.21,FESARI,5
120,0,0,SI panel,6.67,FESARI,5
120,0,0,SI panel,25.17,FESARI,5
120,0,0,SI panel,29.82,FESARI,5
120,1,440,SI panel,31.34,FESARI,5
120,0,0,SI panel,34.9,FESARI,5
120,0,0,SI panel,38.98,FESARI,5
120,2,520,SI panel,32.97,FESARI,5
120,0,0,SI panel,36.83,FESARI,5
120,1,473,SI panel,38.96,FESARI,5
120,0,0,SI panel,23.75,FESARI,5
120,0,0,SI panel,49.7,FESARI,5
120,2,420,SI panel,146.53,FESARI,5
120,3,683,SI panel,83.27,FESARI,5
120,0,0,SI panel,59.01,FESARI,5
120,0,0,SI panel,62.78,FESARI,5
120,0,0,SI panel,70.63,FESARI,5
120,1,527,SI panel,52.92,FESARI,5
120,2,652,SI panel,69.94,FESARI,5
120,0,0,SI panel,81.32,FESARI,5
120,0,0,SI panel,58.46,FESARI,5
120,0,0,SI panel,68.47,FESARI,5
120,1,695,SI panel,194.77,FESARI,5
120,0,0,SI panel,425.39,FESARI,5
120,1,630,SI panel,334.78,FESARI,5
120,0,0,SI panel,307.46,FESARI,5
120,5,689,SI panel,510.83,FESARI,5
30713,1,430,Big Fill,0.5045,KOEMAC,2.5
30713,1,740,Big Fill,0.5318,KOEMAC,2.5
30713,0,0,Big Fill,0.4615,KOEMAC,2.5
30713,1,520,Big Fill,2.61,KOEMAC,2.5
30713,1,273,Big Fill,1.25,KOEMAC,2.5
30713,0,0,Big Fill,2.1408,KOEMAC,2.5
30713,1,630,Big Fill,0.6266,KOEMAC,2.5
30713,1,623,Big Fill,1.7519,KOEMAC,2.5
30713,1,560,Big Fill,0.9276,KOEMAC,2.5
30713,5,530,Big Fill,5.88,KOEMAC,2.5
30713,0,0,Big Fill,5.19,KOEMAC,2.5
30713,2,310,Big Fill,3.46,KOEMAC,2.5
30713,2,375,Big Fill,3.57,KOEMAC,2.5
30713,1,378,Big Fill,5.67,KOEMAC,2.5
30713,0,0,Big Fill,15.72,KOEMAC,2.5
30713,1,400,Big Fill,11.09,KOEMAC,2.5
30713,6,402,Big Fill,9.19,KOEMAC,2.5
30713,1,476,Big Fill,9.57,KOEMAC,2.5
30713,6,419,Big Fill,9.42,KOEMAC,2.5
30713,1,425,Big Fill,7.82,KOEMAC,2.5
30713,0,0,Big Fill,7.03,KOEMAC,2.5
30713,0,0,Big Fill,11.31,KOEMAC,2.5
30713,0,0,Big Fill,11.69,KOEMAC,2.5
30713,1,404,Big Fill,8,KOEMAC,2.5
30713,2,600,Big Fill,5.529,KOEMAC,2.5
30713,5,412,Big Fill,14.13,KOEMAC,2.5
30713,3,662,Big Fill,17.38,KOEMAC,2.5
30713,2,664,Big Fill,22.5,KOEMAC,2.5
30713,5,639,Big Fill,24.86,KOEMAC,2.5
30713,5,624,Big Fill,20.87,KOEMAC,2.5
30744,1,665,Black Springs,1.69,KOEMAC,2.5
30744,0,0,Black Springs,1.31,KOEMAC,2.5
30744,0,0,Black Springs,1.8,KOEMAC,2.5
26348,0,0,Black Springs,0.87,KOEMAC,2.5
26348,0,0,Black Springs,0.78,KOEMAC,2.5
30748,1,557,Black Springs,1.296511,KOEMAC,2.5
30748,1,490,Black Springs,1.342153,KOEMAC,2.5
30744,1,637,Black Springs,3.04,KOEMAC,2.5
30744,0,0,Black Springs,5.47,KOEMAC,2.5
26348,1,393,Black Springs,5.18,KOEMAC,2.5
26348,2,359,Black Springs,4.81,KOEMAC,2.5
26348,1,361,Black Springs,4.01,KOEMAC,2.5
26348,1,316,Black Springs,7.84,KOEMAC,2.5
26348,1,307,Black Springs,2.67,KOEMAC,2.5
26348,0,0,Black Springs,3.98,KOEMAC,2.5
30748,2,662,Black Springs,5.336285,KOEMAC,2.5
30748,1,256,Black Springs,3.015527,KOEMAC,2.5
30748,1,95,Black Springs,3.687556,KOEMAC,2.5
30748,1,102,Black Springs,3.556305,KOEMAC,2.5
30744,2,615,Black Springs,11.23,KOEMAC,2.5
30744,0,0,Black Springs,9.48,KOEMAC,2.5
30744,1,300,Black Springs,12.98,KOEMAC,2.5
26348,1,525,Black Springs,8.38,KOEMAC,2.5
26348,1,446,Black Springs,8.53,KOEMAC,2.5
26348,3,314,Black Springs,17,KOEMAC,2.5
30748,1,637,Black Springs,6.111084,KOEMAC,2.5
30744,1,420,Black Springs,18.07,KOEMAC,2.5
30744,0,0,Black Springs,15.63,KOEMAC,2.5
30744,1,505,Black Springs,17.32,KOEMAC,2.5
26348,1,523,Black Springs,21.47,KOEMAC,2.5
26348,3,392,Black Springs,20.94,KOEMAC,2.5
26348,2,483,Black Springs,41.03,KOEMAC,2.5
26348,1,379,Black Springs,26.4,KOEMAC,2.5
26348,4,580,Black Springs,49.99,KOEMAC,2.5
26348,3,580,Black Springs,41.93,KOEMAC,2.5
30748,3,153,Black Springs,44.80747,KOEMAC,2.5
30748,7,127,Black Springs,35.41812,KOEMAC,2.5
26348,60,134,Black Springs,218.6831,KOEMAC,2.5
30748,3,635,Black Springs,11.91848,KOEMAC,2.5
30748,21,105,Black Springs,123.2643,KOEMAC,2.5
30739,2,232,Fry Park,2.68,KOEMAC,2.5
30739,1,271,Fry Park,7.36,KOEMAC,2.5
30740,1,261,Fry Park,1.470819,KOEMAC,2.5
30740,1,160,Fry Park,1.131437,KOEMAC,2.5
30740,1,340,Fry Park,1.624271,KOEMAC,2.5
30740,1,250,Fry Park,1.560649,KOEMAC,2.5
30740,2,393,Fry Park,1.127339,KOEMAC,2.5
30740,1,313,Fry Park,2.482571,KOEMAC,2.5
30740,1,440,Fry Park,2.434121,KOEMAC,2.5
30737,2,254,Fry Park,6.18,KOEMAC,2.5
30737,1,194,Fry Park,4.78,KOEMAC,2.5
30737,3,233,Fry Park,12.82,KOEMAC,2.5
30732,1,190,Fry Park,3.417719,KOEMAC,2.5
30740,3,124,Fry Park,3.571742,KOEMAC,2.5
30740,1,172,Fry Park,4.427651,KOEMAC,2.5
30740,1,365,Fry Park,3.736939,KOEMAC,2.5
30740,1,230,Fry Park,3.201795,KOEMAC,2.5
30740,2,362,Fry Park,3.644773,KOEMAC,2.5
30740,1,188,Fry Park,5.803854,KOEMAC,2.5
30740,1,243,Fry Park,5.505899,KOEMAC,2.5
30740,3,376,Fry Park,7.353832,KOEMAC,2.5
30740,1,370,Fry Park,5.073639,KOEMAC,2.5
30740,1,330,Fry Park,7.135719,KOEMAC,2.5
